0.44489 0.00347004 6.49848e-05 0.00032471 -4.39682e-08 -8.47395e-06 1.70772e-08
0.496726 0.0039272 0.000136332 0.000509368 -1.30387e-07 -2.99755e-05 3.18835e-08
0.50213 0.00397132 0.000300946 0.000563332 -9.45075e-08 -3.46444e-05 2.11821e-07
0.510671 0.00378079 0.00026593 0.00071913 -2.87496e-07 -4.25701e-05 1.27455e-07
0.514289 0.00343258 7.95991e-05 0.000208156 -1.5911e-08 -1.00632e-05 2.15584e-08
0.458048 0.00143209 7.63159e-05 0.000818749 -3.60246e-08 -3.00042e-05 2.01465e-07
0.549368 0.00295776 0.000141205 0.000876436 -1.19368e-07 4.58353e-05 2.84278e-07
0.556929 0.00273183 0.000372424 0.00093614 -5.15205e-07 -2.71649e-05 -2.00245e-07
0.563284 0.00290824 1.60101e-05 0.000274331 1.50348e-08 -1.47902e-05 1.02221e-08
0.479032 0.00253777 0.000131173 0.000323625 -5.27553e-08 -1.57078e-05 4.07785e-08
0.476871 0.00258583 0.000434192 0.000999689 -6.22126e-07 -3.63175e-05 -2.16208e-07
0.487123 0.00257934 0.000183117 0.000841234 -2.26443e-07 -4.27086e-05 2.40284e-07
0.730136 0.00026091 0.000114893 0.00415758 -2.79584e-06 5.3672e-05 -6.63444e-07
0.498994 0.00251981 0.000695552 9.46257e-05 2.20067e-08 -1.61214e-07 -1.02485e-08
0.507774 0.00144641 0.000208896 4.59297e-05 3.3716e-09 -9.9566e-07 -2.97865e-09
0.510558 0.00633953 0.00115903 6.36045e-05 7.29035e-09 -2.75474e-06 -1.56552e-08
0.512687 0.00138349 0.000329959 0.000124555 -1.23699e-08 4.62583e-06 2.20132e-08
0.519062 0.0017344 5.19284e-05 0.000154151 -7.62736e-10 2.99072e-06 1.37708e-08
0.588601 0.0091921 0.00478186 0.000879048 -1.59072e-07 -2.33664e-05 1.79523e-06
0.466175 0.00196095 0.000533682 2.57285e-05 2.07688e-09 5.70974e-07 2.18535e-09
0.472541 0.00322218 0.00100376 9.86623e-05 -2.25875e-09 5.59852e-06 3.09663e-08
0.472786 0.00332722 0.000787136 1.83624e-05 -9.8322e-10 -4.64465e-07 1.97654e-09
0.452037 0.00140513 6.99483e-05 0.000420621 -7.028e-08 -5.98745e-06 1.63121e-08
0.442154 0.00395724 0.000322561 1.42823e-05 8.67781e-10 -4.42652e-07 -4.32078e-10
0.500411 0.00292982 0.000110271 0.000110594 4.65866e-09 -5.0106e-06 1.12897e-08
0.501047 0.00307486 0.000138332 0.000397023 -5.65811e-08 -6.63891e-06 7.38622e-08
0.502064 0.00383986 0.000960403 0.00090009 -4.41924e-07 -4.63674e-05 7.10666e-07
0.491111 0.00347783 0.000107943 0.000621641 7.1813e-08 -3.65522e-05 1.4413e-07
0.469045 0.00416915 0.000138443 2.56161e-05 -1.45396e-09 -6.44571e-07 4.61595e-10
0.487717 0.00392682 1.15453e-05 0.000105629 2.50043e-09 -6.27042e-06 2.71196e-09
0.492924 0.00356772 0.000783041 0.000806852 -9.723e-08 -4.54675e-05 6.3392e-07
